"CD_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASCIMENTO","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
355423,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,CAMARAGIBE,PE,BRA,PIXETE,SAO LOURENÇO DA MATA,PE,F,1992,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
353742,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,ESCADA,PE,BRA,CORDEIRO,RECIFE,PE,F,1998,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
354530,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,ESCADA,PE,BRA,CAMPO GRANDE,RECIFE,PE,M,1990,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
354039,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,GOIANA,PE,BRA,CENTRO,GOIANA,PE,F,1998,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
354867,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,GOIANA,PE,BRA,CENTRO,GOIANA,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
304914,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,ITABAIANA,PB,BRA,BREJO DA GUABIRABA,RECIFE,PE,F,1982,S,L5,,ALFABETIZADO SEM CURSOS REGULARES,N
355450,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,VILA RICA,JABOATÃO DOS GUARARAPES,PE,F,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
354233,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,F,2003,S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
291679,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,VISTA ALEGRE,JABOATÃO DOS GUARARAPES,PE,M,1984,N,A0,,,N
274633,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,1989,N,A0,,,N
236116,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,1989,N,A0,,,N
356109,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,JARDIM JORDAO,JABOATÃO DOS GUARARAPES,PE,M,2001,S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
353500,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,CAMPO GRANDE,RECIFE,PE,F,1997,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
354846,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355514,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,BARRO,RECIFE,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
356111,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,MACAPARANA,PE,BRA,CENTRO,CONDADO,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
355823,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,MACHADOS,PE,BRA,ALDEIA,CAMARAGIBE,PE,F,2003,S,L1,,ENSINO MEDIO,N
355414,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,MORENO,PE,BRA,CENTRO,JABOATÃO DOS GUARARAPES,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
354595,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,MORENO,PE,BRA,CENTRO,MORENO,PE,F,1986,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
355644,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,OLINDA,PE,BRA,CENTRO,ABREU E LIMA,PE,F,2002,S,L2,,ENSINO MEDIO,N
355449,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,OLINDA,PE,BRA,MARANGUAPE II,PAULISTA,PE,F,2000,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
357145,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,OLINDA,PE,BRA,MANGABEIRA,RECIFE,PE,F,1983,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
356711,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,OLINDA,PE,BRA,NOVA DESCOBERTA,RECIFE,PE,F,2002,S,L2,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
356079,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,PATOS,PB,BRA,COHAB,RECIFE,PE,F,2002,S,L1,ENSINO MEDIO,ENSINO FUNDAMENTAL,N
356673,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,PAUDALHO,PE,BRA,CENTRO,NAZARE DA MATA,PE,F,2004,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
356586,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,F,1997,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
354649,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,F,2004,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
287068,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,PAULISTA,PE,BRA,ARTUR LUNDGREN II,PAULISTA,PE,F,1984,N,A0,,,N
350929,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,PAULISTA,PE,BRA,NOBRE,PAULISTA,PE,F,2001,N,A0,,ENSINO MEDIO,N
353495,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,POA,SP,BRA,MADALENA,RECIFE,PE,F,1986,N,A0,,ENSINO MEDIO,N
354784,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PONTE DOS CARVALHOS,CABO DE SANTO AGOSTINHO,PE,F,2003,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
354745,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,F,2001,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
356920,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CENTRO,CAMARAGIBE,PE,F,2004,N,A0,,ENSINO MEDIO,N
354808,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BARRA DE JANGADA,JABOATÃO DOS GUARARAPES,PE,F,1994,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
355633,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PIEDADE,JABOATÃO DOS GUARARAPES,PE,F,1997,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359127,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CURADO III,JABOATÃO DOS GUARARAPES,PE,F,2002,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
354831,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CURADO V,JABOATÃO DOS GUARARAPES,PE,F,2003,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
354889,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PIEDADE,JABOATÃO DOS GUARARAPES,PE,M,1996,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
353652,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,MURIBECA,JABOATÃO DOS GUARARAPES,PE,M,2004,S,L6,,ENSINO FUNDAMENTAL,N
355101,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CENTRO,MORENO,PE,F,1988,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
357526,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CENTRO,MORENO,PE,M,2004,S,L6,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
354601,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,OURO PRETO,OLINDA,PE,F,1998,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
321192,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PEIXINHOS,OLINDA,PE,F,1998,S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
353903,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,F,2004,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
354211,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,OURO PRETO,OLINDA,PE,F,2004,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
355103,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PAU AMARELO,PAULISTA,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
355844,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PAU AMARELO,PAULISTA,PE,F,2004,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,SUPERIOR INCOMPLETO,N
29930,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,1978,S,L6,,,N
355132,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,1983,N,A0,,,N
354115,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,APIPUCOS,RECIFE,PE,F,1986,N,A0,,ENSINO MEDIO,N
358433,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,TORRE,RECIFE,PE,F,1988,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
354366,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,F,1997,S,L2,,ENSINO MEDIO,N
353482,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ZUMBI,RECIFE,PE,F,1999,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
355306,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,TEJIPIO,RECIFE,PE,F,2000,S,L2,,SEGUNDO GRAU INCOMPLETO,N
320642,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BONGI,RECIFE,PE,F,2000,S,L6,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
355297,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,F,2001,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
354414,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,SANCHO,RECIFE,PE,F,2001,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
356956,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,NOVA DESCOBERTA,RECIFE,PE,F,2001,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355045,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IPSEP,RECIFE,PE,F,2002,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
356452,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CAJUEIRO,RECIFE,PE,F,2002,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356521,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,F,2002,S,L5,,ENSINO MEDIO,N
356544,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2002,S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
356453,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,TEJIPIO,RECIFE,PE,F,2002,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
357012,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
355636,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,MONTEIRO,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
353911,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
356297,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PORTO DA MADEIRA,RECIFE,PE,F,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
356966,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CASA AMARELA,RECIFE,PE,F,2003,S,L1,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
355116,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BREJO DA GUABIRABA,RECIFE,PE,F,2003,S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
355458,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,GUABIRABA,RECIFE,PE,F,2003,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
357192,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ALTO SANTA TEREZINHA,RECIFE,PE,F,2003,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
353608,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
354943,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,F,2004,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
353544,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,MADALENA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
357291,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
355213,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,MADALENA,RECIFE,PE,F,2005,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
51534,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,TOTO,RECIFE,PE,M,1963,S,L5,,,N
356308,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1982,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
356553,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CACOTE,RECIFE,PE,M,1993,S,L9,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,S
254469,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,1994,N,A0,,,N
355417,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,JARDIM SAO PAULO,RECIFE,PE,M,1997,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
356571,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,JORDAO,RECIFE,PE,M,2000,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
353709,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,2002,S,L5,,SEGUNDO GRAU INCOMPLETO,N
355030,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,TORROES,RECIFE,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
353551,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BARRO,RECIFE,PE,M,2004,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
356925,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CENTRO,SAO LOURENÇO DA MATA,PE,F,1995,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
355205,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RIO FORMOSO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
359779,2022,1,FORÇA DE LEI,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SAO JOSE,SC,BRA,BOA VIAGEM,RECIFE,PE,F,1997,N,A0,,,N
353897,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO PAULO,SP,BRA,PARNAMIRIM,RECIFE,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
355307,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO PAULO,SP,BRA,VARZEA,RECIFE,PE,M,1988,S,L6,,ENSINO FUNDAMENTAL INCOMPLETO,N
359188,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SERRA TALHADA,PE,BRA,CAPIBARIBE,SAO LOURENÇO DA MATA,PE,F,1983,S,L9,,ENSINO FUNDAMENTAL,S
356988,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SIRINHAEM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
357031,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SURUBIM,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,2004,S,L1,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
355151,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,TERESINA,PI,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
353670,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,TIMBAUBA,PE,BRA,CENTRO,TIMBAUBA,PE,F,1999,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
354346,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2001,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
355866,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
354245,2022,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,N,A0,,ENSINO MEDIO,N
355945,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,ARACAJU,SE,BRA,TREZE DE JULHO,ARACAJU,SE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
353972,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,ARCOVERDE,PE,BRA,IPUTINGA,RECIFE,PE,F,2000,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
356679,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,BARRA DO CHOÇA,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
355597,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,ESCADA,PE,BRA,CENTRO,ESCADA,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
354953,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,F,2003,S,L1,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
354397,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,JABOATÃO DOS GUARARAPES,PE,BRA,CENTRO,MORENO,PE,F,2000,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
356119,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,JOAO PESSOA,PB,BRA,CABO BRANCO,JOAO PESSOA,PB,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
353441,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,JOAO PESSOA,PB,BRA,ROSARINHO,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
353625,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,JUNDIAI,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2001,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
327644,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,NATAL,RN,BRA,SANTO ANTONIO,CARPINA,PE,M,1999,S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
354339,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,OLINDA,PE,BRA,RIO DOCE,OLINDA,PE,F,2003,S,L6,ENSINO SUPERIOR,ENSINO MEDIO,N
354459,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,OLINDA,PE,BRA,VARZEA,RECIFE,PE,F,2003,N,A0,,ENSINO MEDIO,N
354681,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,PALMARES,PE,BRA,VARZEA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
327131,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,PAUDALHO,PE,BRA,GUADALAJARA,PAUDALHO,PE,M,1996,S,L9,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,S
356640,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,PETROPOLIS,RJ,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2000,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SUPERIOR INCOMPLETO,N
354888,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,RECIFE,PE,BRA,CENTRO,CAMARAGIBE,PE,F,2002,S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
356631,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,RECIFE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,M,2004,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
355951,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,2003,S,L2,ENSINO MEDIO,ENSINO SUPERIOR,N
356340,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,2004,N,A0,,ENSINO FUNDAMENTAL,N
356736,2022,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,RECIFE,PE,BRA,SUCUPIRA,JABOATÃO DOS GUARARAPES,PE,F,2005,S,L13,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,S
